amount,sex,month,day,grade
29.2,male,5,5,3
20.3,male,3,5,1
28.2,male,3,5,4
28.6,male,5,5,3
27.7,male,5,5,4
21.4,male,3,5,3
27,male,5,5,2
23.8,male,5,5,2
23.9,male,4,5,1
20.3,male,5,5,1
28.4,male,5,5,2
26.3,male,5,5,3
28.8,male,3,5,1
23.6,male,4,5,2
21.7,male,3,5,3
26.5,male,5,5,4
30.4,male,5,5,2
27.3,male,4,5,3
31,male,5,5,1
30.7,male,4,5,3
32,male,4,5,1
28.3,male,4,5,1
29.5,male,5,5,2
31.8,male,3,5,4
30.6,male,3,5,3
28,male,5,5,3
31.1,male,5,5,2
27.4,male,4,5,3
31.9,male,,5,2
29.1,male,5,5,3
28.7,male,5,5,4
31.2,male,4,5,2
31.1,male,4,5,2
28.9,male,3,5,1
29.1,male,3,5,2
31.6,male,3,5,1
27.9,male,5,5,3
27.1,male,5,5,1
31.8,male,4,5,2
29.2,male,4,5,3
29.3,male,5,5,4
34.3,male,5,5,3
25.7,male,3,5,2
28.8,male,4,5,3
33.7,male,5,5,1
27,male,5,5,2
35.5,female,5,5,2
48.4,female,3,5,4
31.9,female,4,5,1
29,male,4,5,2
33.5,female,4,5,2
23.2,female,3,5,3
27.7,female,3,5,2
21.3,female,4,5,2
25.9,male,5,5,4
33.2,male,4,5,2
32.9,male,5,5,4
43,male,3,5,2
22.3,female,4,5,1
43.1,female,3,5,4
35.7,female,5,5,2
37.9,female,4,5,3
39.7,female,5,5,3
35.1,female,4,5,1
37.1,female,5,5,2
37.8,female,4,5,2
47,female,4,5,4
42.7,female,4,5,1
35.4,female,5,5,1
47.3,female,4,5,2
50.3,female,3,5,4
43.9,female,4,5,2
50.8,female,4,5,2
41.3,female,3,5,4
42.5,female,3,5,1
37.5,female,5,5,4
38.5,female,4,5,1
37.5,female,4,5,2
44.9,female,4,5,4
36.3,female,3,5,4
50.3,female,3,5,4
42.6,female,5,5,1
35.5,female,4,5,2
45.6,female,3,5,1
39.5,female,4,5,2
28.3,female,4,6,2
30,female,4,6,4
28.6,female,5,6,3
31.4,female,4,6,4
30.7,female,5,6,2
27.1,female,3,6,4
28.5,female,5,6,1
30.6,female,4,6,1
30.8,female,5,6,1
31.1,female,5,6,3
28.3,female,5,6,1
27.6,female,5,6,4
31,female,5,6,4
31.7,female,5,6,4
31.3,female,4,6,2
28.3,female,5,6,1
30.6,female,5,6,1
31.3,female,3,6,2
30.3,female,4,6,3
29,female,3,6,1
31.3,female,3,6,2
29.1,female,5,6,3
27,female,4,6,4
31.8,female,5,6,3
29.8,female,,6,3
31.6,female,4,6,1
31.8,female,5,6,3
32,female,3,6,3
30.2,female,3,6,2
31.8,female,4,6,1
28,female,3,6,1
30.8,female,5,6,4
31.6,female,4,6,2
31.4,female,3,6,3
27,female,5,6,3
31.4,female,3,6,2
28.8,female,5,6,3
30.2,female,4,6,1
31,female,5,6,3
27.7,female,3,6,2
32.9,female,3,6,2
26.9,female,3,6,1
31.8,female,4,6,2
30.3,female,5,6,4
33,female,4,6,4
32.8,female,5,6,3
29.5,female,3,6,2
25.5,female,5,6,3
33.3,female,5,6,4
27.1,male,4,6,1
28.7,male,4,6,4
28,male,3,6,2
27.5,male,4,6,2
30.4,male,4,6,1
27.9,male,4,6,4
30.6,male,5,6,2
27.2,male,3,6,1
28,male,5,6,2
29.9,male,5,6,2
28.1,male,4,6,3
29.3,male,4,6,1
27.4,male,3,6,2
27.3,male,4,6,4
28.8,male,4,6,3
30,male,4,6,1
31.2,male,3,6,4
29.5,male,3,6,4
30.2,male,5,6,1
31.3,male,4,6,3
31.8,male,3,6,4
31.1,male,3,6,1
28.3,male,3,6,1
28.8,male,5,6,3
28.5,male,3,6,4
31.9,male,4,6,4
31.8,male,5,6,3
29.7,male,3,6,3
31.7,male,4,6,3
30.7,male,4,6,2
31.5,male,5,6,4
28.8,male,5,6,3
30.1,male,4,6,3
30.2,male,3,6,2
30.3,male,5,6,4
31.1,male,4,6,1
27.8,male,5,6,2
30.8,male,4,6,2
27.8,male,3,6,1
27.9,male,5,6,2
28.9,male,5,6,3
28,male,5,6,4
31.5,male,5,6,2
27.7,male,5,6,3
28.8,male,4,6,2
28.7,male,3,6,1
27.6,male,4,6,4
31.6,male,5,6,3
29.6,male,5,6,2
30.7,male,5,6,3
29.8,male,3,6,2
30.7,male,4,6,2
30.7,male,5,6,3
32,male,4,6,1
31.3,male,3,6,3
29.7,male,3,6,2
29.3,male,3,6,4
30.3,male,4,6,4
29.8,male,5,6,4
28,male,4,6,1
28.9,male,3,6,3
27.8,male,5,6,3
30.5,male,4,6,1
31.6,male,3,6,2
28,male,5,6,1
28.9,male,4,6,2
31.5,male,5,6,3
27.8,male,5,6,1
32,male,4,6,4
27.4,male,4,6,2
29.8,male,5,6,4
30.3,male,3,6,2
30.7,male,5,6,2
29.2,male,3,6,
29.6,male,5,6,2
29.4,male,4,6,2
31.4,male,4,6,1
28.9,male,4,6,4
28.4,male,5,6,4
28.9,male,5,6,4
30.8,male,5,6,4
29.5,male,5,6,4
29.4,male,5,6,3
29.6,male,3,6,4
27.8,male,4,6,4
30.9,male,3,6,1
31.4,male,3,6,2
29.1,male,4,6,2
29,male,5,6,1
32,male,5,6,3
28.9,male,5,6,2
26.9,male,4,6,3
30.8,male,5,6,4
32.6,male,5,6,2
28.2,male,5,6,3
30.3,male,4,6,3
32.7,male,5,6,2
26.7,male,3,6,2
31.2,male,5,6,2
31,male,4,6,4
25.6,male,4,6,3
28,male,5,6,2
33.7,male,4,6,1
33.5,male,4,6,1
26,male,5,6,1
31.1,,4,6,2
49.4,female,4,6,4
27.5,male,3,6,2
35.2,male,4,6,1
32.2,female,5,6,3
49.7,female,5,6,4
44.1,female,3,6,1
21.4,female,4,6,4
29.3,female,5,6,1
47.9,female,4,6,3
47.4,female,4,6,3
47.3,female,4,6,2
33.4,male,3,6,4
41.1,female,3,6,3
39.6,female,5,6,1
45.1,female,5,6,2
37.2,female,4,6,1
48.7,female,3,6,1
39.3,female,4,6,3
51.2,female,5,6,4
50,female,3,6,2
39.8,female,3,6,1
47.7,female,4,6,4
41.5,female,4,6,2
45.9,female,5,6,3
37.6,female,3,6,4
37.6,female,5,6,4
41.2,female,3,6,2
46.9,female,4,6,4
49.8,female,3,6,4
49.7,female,5,6,4
50,female,5,6,2
45.2,female,3,6,1
45.9,female,4,6,4
41.6,female,4,6,1
44.6,female,3,6,2
41.6,female,3,6,1
41.1,female,5,6,1
48.5,female,3,6,4
30.1,female,5,7,4
31.5,female,5,7,2
33.6,female,3,7,1
36.2,female,4,7,2
36.5,female,5,7,2
30.9,female,4,7,4
37.1,female,4,7,1
29.2,female,5,7,4
29.2,female,4,7,4
28.6,female,4,7,1
32.4,female,3,7,1
27.8,female,3,7,2
32.1,female,3,7,4
29.8,female,4,7,4
31.6,female,5,7,1
27.8,female,5,7,3
34.9,female,4,7,3
34.4,female,3,7,2
29.9,female,4,7,1
32.8,female,4,7,3
36.3,female,5,7,3
32.7,female,3,7,1
28.6,female,5,7,3
29.9,female,4,7,4
29.3,female,3,7,3
32.6,female,5,7,3
28.7,female,5,7,2
33.3,female,3,7,3
29.1,female,3,7,4
37.5,female,3,7,4
35.1,female,4,7,4
33.7,female,5,7,4
27.8,female,3,7,1
36.6,female,4,7,4
37.7,female,3,7,1
31.3,female,3,7,4
31.9,female,4,7,4
25.9,female,3,7,2
32.5,female,5,7,2
27.5,female,5,7,2
32.3,female,4,7,4
31.7,female,3,7,2
31,female,5,7,3
32.1,female,4,7,2
25.2,female,4,7,4
28.5,female,5,7,3
28.7,female,4,7,1
34.3,female,5,7,2
25.8,female,5,7,2
30.6,female,3,,4
31.3,male,4,7,4
29.7,male,3,7,2
27,male,5,7,3
31,male,5,7,1
28.4,male,4,7,3
28,male,5,7,1
29.4,male,5,7,1
31,male,5,7,4
31,male,5,7,4
30.7,male,3,7,2
28.3,male,5,7,1
31.6,male,4,7,1
29.5,male,5,7,2
28.1,male,5,7,3
27.2,male,3,7,3
30.9,male,5,7,1
31.1,male,3,7,1
28.2,male,5,7,2
31.1,male,5,7,2
28.2,male,3,7,4
27.9,male,4,7,4
32,male,5,7,1
28.6,male,3,7,1
30.2,male,4,7,1
30.6,male,3,7,3
30.3,male,3,7,4
30.9,male,3,7,2
29.8,male,4,7,1
31.8,male,4,7,4
27.9,male,5,7,4
31.5,male,3,7,1
30.2,male,3,7,2
30.8,male,5,7,1
30,male,5,7,2
30.2,male,4,7,4
27.6,male,4,7,1
30.1,male,5,7,3
29.6,male,3,7,4
31.1,male,3,7,2
27.3,male,5,7,2
33.7,male,3,7,4
30.8,male,4,7,3
33.4,male,5,7,4
34.4,male,3,7,3
35.7,male,4,7,2
32.3,male,3,7,1
33.8,male,3,7,4
35.7,male,4,7,4
36.1,male,3,7,1
31,male,4,7,3
32,male,5,7,3
32.6,male,3,7,1
31.8,male,5,7,1
30.2,male,3,7,2
35.4,male,5,7,1
31.6,male,4,7,4
37.9,male,3,7,3
33,male,5,7,4
36.7,male,3,7,3
30.4,male,4,7,4
30.9,male,3,7,4
27.7,male,3,7,2
28.6,male,4,7,3
34.8,male,5,7,2
32.7,male,5,7,2
28.3,male,4,7,1
35,male,5,7,4
37.5,male,3,7,1
29.2,male,3,7,1
28.4,male,3,7,4
28.6,male,3,7,2
34.4,male,5,7,2
37.4,male,5,7,3
27.9,male,4,7,4
34.8,male,3,7,3
34,male,3,7,3
27.8,male,5,7,1
35.5,male,3,7,1
29.2,male,4,7,1
27.6,male,5,7,1
30.6,male,5,7,2
32.8,male,3,7,2
35.7,male,3,7,2
37.4,male,4,7,4
32.9,male,3,7,4
27.7,male,3,7,1
30.2,male,4,7,3
37.7,male,4,7,1
34.5,male,3,7,4
32.8,male,5,7,1
28.7,male,3,7,3
29.3,male,5,7,1
25.7,male,3,7,3
34.4,male,3,7,1
27.3,male,3,7,1
29.2,male,3,7,4
25.4,male,5,7,3
27.7,male,3,7,3
31.1,male,4,7,1
32.3,male,5,7,1
29,male,4,7,1
34,male,4,7,1
32.3,male,5,7,3
34.4,male,3,7,4
29.8,male,5,7,2
32.3,male,4,7,4
32.6,female,3,7,4
25.4,female,,7,1
43.2,female,3,7,2
23.2,male,3,7,2
25.2,male,3,7,2
50,female,4,7,2
31.6,male,4,7,4
43.5,female,3,7,3
43.3,female,3,7,3
31.2,male,4,7,3
36.9,female,5,7,2
35,male,4,7,1
41.3,male,5,7,2
47.8,female,5,7,1
39.6,female,4,7,2
44.4,male,4,7,1
24.1,female,3,7,1
50.2,female,3,7,3
46,female,5,7,2
41.3,female,3,7,2
44.4,female,3,7,4
45.7,female,4,7,4
49.4,female,5,7,4
36.3,female,3,7,1
42.2,female,3,7,3
40.2,female,5,7,1
37,female,5,7,1
41.6,female,4,7,3
49.8,female,5,7,4
46.5,female,3,7,4
36.5,female,3,7,4
36.7,female,3,7,2
43.4,female,3,7,2
37.5,female,4,7,3
49.5,female,4,7,2
49.3,female,4,7,4
43.9,female,4,7,1
36.4,female,4,7,1
47.2,female,3,7,4
36.1,female,4,7,3
40,female,3,7,3
43.4,female,3,7,4
34.2,female,5,8,1
36.3,female,5,8,4
27.2,female,3,8,1
28.8,female,3,8,3
27.2,female,4,8,1
32.2,female,3,8,1
30.8,female,3,8,3
35.4,female,4,8,2
34.2,female,3,8,1
28.8,female,4,8,4
36.7,female,4,8,1
36.1,female,4,8,2
32.3,female,4,8,4
30,female,5,8,3
29.9,female,4,8,4
27,female,3,8,3
35.7,female,3,8,4
36.1,female,4,8,1
36.1,female,4,8,4
31.2,female,3,8,2
27.6,female,4,8,4
35.1,female,5,8,3
35,female,5,8,1
27.3,female,5,8,1
31.3,female,5,8,4
35.8,female,5,8,1
28.6,female,3,8,3
30.8,female,5,8,1
31.6,female,5,8,4
33.3,female,3,8,3
33.4,female,4,8,1
33.1,female,3,8,2
34.5,female,4,8,2
35,female,4,8,4
34.6,female,4,8,1
29.7,female,3,8,2
26.5,female,5,8,2
33.2,female,5,8,3
28.9,female,3,8,2
32.7,female,4,8,4
30,female,4,8,3
25.5,female,4,8,1
32.7,female,3,8,3
27,female,5,8,1
29.5,female,3,8,1
26.7,female,5,8,1
35.7,male,,8,4
27.2,male,3,8,4
32.5,male,3,8,2
37.3,male,3,8,4
35.8,male,3,8,2
27.7,male,3,8,4
33.5,male,3,8,3
27.8,male,3,8,3
37.5,male,5,8,2
27.6,male,4,8,3
34.4,male,3,8,1
35.5,male,5,8,4
34.6,male,4,8,3
28.6,male,5,8,2
34.8,male,5,8,1
34.5,male,5,8,2
34.3,male,3,8,4
30.4,male,3,8,2
37.9,male,3,8,1
28.8,male,4,8,2
35.8,male,5,8,4
28.4,male,3,8,4
31.8,male,3,8,4
32,male,5,8,3
28,male,5,8,4
33.5,male,3,8,4
35.9,male,3,8,2
32.1,male,4,8,3
27.5,male,5,8,4
33,male,4,8,3
34.8,male,3,8,3
36.6,male,5,8,1
31,male,3,8,3
29.9,male,4,8,1
37.4,male,5,8,3
33.4,male,5,8,2
35.3,male,4,8,2
30,male,5,8,2
27.4,male,5,8,1
36,male,3,8,1
33.2,male,3,8,1
33.9,male,4,8,4
31.2,male,3,8,3
33.5,male,5,8,1
37.3,male,3,8,3
29.1,male,5,8,3
29.5,male,3,8,4
27.3,male,3,8,4
35.1,male,4,8,1
37,male,3,8,1
36.9,male,5,8,4
34.5,male,4,8,1
32.7,male,5,8,3
35.1,male,4,8,1
35.1,male,3,8,3
33.1,male,5,8,1
30,male,4,8,4
29,male,5,8,4
37.8,male,5,8,4
34.4,male,4,8,1
32.7,male,5,8,3
28.8,male,4,8,1
31,male,3,8,4
35.5,male,3,8,2
,male,4,8,4
34.8,male,3,8,3
27.1,male,5,8,1
36.3,male,3,8,4
36.8,male,5,8,1
37.2,male,5,8,2
36.1,male,4,8,2
30.5,male,3,8,1
36.5,male,4,8,1
28.5,male,4,8,2
31.9,male,4,8,4
27.1,male,3,8,4
31.9,male,3,8,3
30.5,male,3,8,1
29.7,male,5,8,3
38,male,3,8,4
28.5,male,5,8,2
36.9,male,3,8,3
30.5,male,5,8,4
27.4,male,3,8,4
25.5,male,5,8,4
28.1,male,4,8,4
32,male,5,8,2
28.5,male,5,8,4
30.4,male,4,8,3
25.1,male,4,8,3
46.1,male,5,8,3
28.5,female,4,8,4
34.1,male,3,8,3
36.8,female,4,8,1
20.1,female,4,8,1
26.1,male,4,8,1
42.5,male,3,8,1
29.4,female,4,8,3
44.2,male,5,8,3
30.3,male,4,8,1
23.4,female,3,8,3
41.4,female,3,8,2
46.3,female,3,8,3
44.2,female,5,8,2
42.4,female,5,8,2
41.1,female,5,8,2
45.8,female,3,8,4
42.6,female,3,8,1
37,female,4,8,3
41.3,female,4,8,1
46.2,female,3,8,4
36.7,female,4,8,2
49.4,female,3,8,1
50.6,female,5,8,4
42.4,female,3,8,3
46.5,female,4,8,2
36,female,3,8,1
44.9,female,5,8,4
45.1,female,3,8,4
47,female,4,8,4
40.3,female,5,8,2
49.4,female,3,8,4
50.3,female,3,8,1
39.7,female,4,8,4
29.2,female,5,9,1
27.6,female,4,9,3
36.1,female,5,9,1
32.3,female,4,9,1
33.3,female,3,9,3
32.6,female,5,9,2
27,female,5,9,3
29.5,female,4,9,4
35.9,female,3,9,3
29.4,female,3,9,4
32.6,female,4,9,4
29.1,female,3,9,4
35.8,female,3,9,2
27.1,female,4,9,3
32.1,female,4,9,2
27.5,female,3,9,3
32.3,female,4,9,1
32.3,female,4,9,4
31.4,female,5,9,2
31.1,female,4,9,2
28,female,5,9,1
30.9,female,5,9,4
30.1,female,5,9,3
28.4,female,4,9,3
32.1,female,5,9,3
35.3,female,5,9,3
33.7,female,3,9,1
27,female,4,9,4
31.8,female,5,9,1
32.9,female,5,9,4
35.8,female,3,9,2
29.6,female,5,9,4
,female,3,9,1
28.3,female,3,9,2
35.9,female,4,9,4
29,female,3,9,1
33.1,female,4,9,1
34.7,female,3,9,1
34,female,5,9,1
29.5,female,5,9,1
31.4,female,3,9,1
28.3,female,3,9,3
28.5,female,3,9,1
28.8,female,4,9,1
28.2,female,3,9,1
36.4,female,4,9,4
34.9,female,5,9,4
32.6,female,4,9,4
25.8,female,3,9,3
30.4,female,5,9,1
32.6,female,4,9,1
25.1,female,5,9,3
34.3,female,5,9,2
30.1,female,3,9,4
32.8,female,4,9,3
34.4,female,3,9,4
32.7,female,5,9,1
29.5,female,3,9,1
27,male,4,9,4
36.3,male,3,9,3
29.9,male,3,9,1
28,male,4,9,1
29.7,male,5,9,2
33,male,5,9,4
28.3,male,5,9,2
32.4,male,3,9,3
30.6,male,4,9,2
29.9,male,3,9,3
29.4,male,5,9,1
35.2,male,4,9,3
33.4,male,5,9,1
35.4,male,4,9,4
35.5,male,4,9,1
34.4,male,3,9,1
38,male,5,9,2
27.3,male,4,9,3
32.5,male,5,9,3
35.8,male,4,9,4
29.3,male,3,9,3
32.9,male,5,9,3
36.8,male,4,9,2
36.3,male,3,9,4
27.9,male,5,9,2
31,male,4,9,4
30.6,male,4,9,3
27.5,male,3,9,4
30.3,male,3,9,1
30.7,male,3,9,2
29.3,male,4,9,4
33.4,male,3,9,1
35.2,male,4,9,1
37.6,male,4,9,3
31.5,male,4,9,1
29.3,male,3,9,1
36.4,male,5,9,4
33.1,male,3,9,2
33.8,male,3,9,3
28.5,male,5,9,1
36.4,male,4,9,3
32.8,male,4,9,2
30.5,male,5,9,4
34.2,male,5,9,3
28.2,male,5,9,2
37.3,male,4,9,2
35,male,4,9,4
29,male,3,9,1
29.5,male,4,9,3
29.6,male,4,9,1
28.6,male,5,9,2
33.8,male,5,9,1
27,male,3,9,4
33.6,male,3,9,1
38,male,5,9,1
27.8,,4,9,3
29.8,male,4,9,3
34.9,male,3,9,1
34.6,male,4,9,3
30.2,male,3,9,2
29.5,male,4,9,2
35,male,3,9,3
32.6,male,3,9,2
27.4,male,3,9,4
28.9,male,5,9,2
27.1,male,5,9,3
28.2,male,3,9,4
35.9,male,4,9,4
32.7,male,3,9,3
29.5,male,4,9,4
28.1,male,5,9,1
30.1,male,4,9,1
30.7,male,3,9,4
34.6,male,4,9,2
33.5,male,,9,1
30.5,male,5,9,4
28.7,male,3,9,4
30.4,male,3,9,4
31.1,male,3,9,4
34.5,male,5,9,2
34.4,male,5,9,3
33.2,male,4,9,2
30.1,male,3,9,3
33.2,male,4,9,3
33.5,male,3,9,3
35.7,male,3,9,1
29.4,male,5,9,1
36.7,male,5,9,3
31.2,male,4,9,2
36.5,male,3,9,4
32.3,male,5,9,1
36,male,5,9,2
34.7,male,5,9,4
37.6,male,3,9,1
37,male,3,9,3
35.9,male,5,9,3
34.5,male,3,9,1
26.2,male,4,9,3
32.4,male,3,9,1
33.7,male,5,9,3
26.7,male,4,9,4
33.4,male,3,9,4
30,male,4,9,1
28.4,male,4,9,3
26,male,4,9,4
27.1,male,4,9,3
32.5,male,5,9,3
26,male,3,9,1
31.2,male,5,9,1
32.7,male,3,9,2
25.8,male,5,9,2
30.5,male,3,9,3
30.9,male,5,9,4
32.1,male,5,9,4
32.7,male,3,9,3
34.4,male,4,9,2
34.3,male,4,9,2
27.5,male,4,9,2
48.8,male,4,9,1
28.2,male,3,9,3
45.2,female,4,9,4
48.7,female,4,9,1
40.2,male,3,9,2
37.1,male,4,9,4
32.3,female,5,9,3
31.8,female,3,9,2
45.9,male,4,9,2
49.6,male,4,9,4
28.1,female,5,9,3
41,female,5,9,1
42.4,female,3,9,3
40.2,female,5,9,1
36.7,female,5,9,4
52,female,5,9,1
39.6,female,4,9,2
38.9,female,,9,2
51.4,female,5,9,4
49.3,female,3,9,2
37.1,female,4,9,4
47.1,female,5,9,2
48.5,female,4,9,3
48.3,female,5,9,3
50.6,female,3,9,3
44.1,female,3,9,4
50,female,3,9,4
48.8,female,4,9,1
38.7,female,5,9,2
42.3,female,5,9,3
41.4,female,5,9,1
39.2,female,5,9,1
46.4,female,3,9,1
42.9,female,4,9,1
44.6,female,4,9,3
39.2,female,4,9,1
48.3,female,4,9,2
42.3,female,5,9,2
44.5,female,3,9,1
44.7,female,3,9,3
41.2,female,4,9,1
51.8,female,4,9,2
46,female,4,9,2
28.6,female,4,10,1
29,female,5,10,2
27.2,female,3,10,1
28.6,female,4,10,4
28.4,female,3,10,1
28.9,female,4,10,3
28.5,female,4,10,1
27.1,female,3,10,2
28.7,female,5,10,3
28.4,female,5,10,3
28.7,female,5,10,2
27.6,female,3,10,1
28.4,female,5,10,4
27.2,female,3,10,2
27.1,female,4,10,2
28,female,5,10,3
27.3,female,4,10,3
27.1,female,5,10,1
27.8,female,3,10,2
28.5,female,4,10,4
28.3,female,4,10,2
28,female,5,10,2
29,female,3,10,2
27.9,female,5,10,2
28.3,female,4,10,4
28.3,female,3,10,2
28.4,female,4,10,4
28.4,female,4,10,3
28.9,female,4,10,3
27.1,female,3,10,4
34.4,female,3,10,3
31.6,female,4,10,1
34.8,female,5,10,3
25.4,female,5,10,2
30.5,female,3,10,2
25.4,female,5,10,2
33.3,female,5,10,3
32.5,female,4,,1
27.7,female,5,10,3
29.7,female,4,10,4
28.8,female,5,10,1
26.3,female,4,10,4
28.6,female,4,10,2
31,female,5,10,3
28.4,female,3,10,4
28.6,female,5,10,1
29.4,female,3,10,2
32.9,male,5,10,4
37.5,male,5,10,4
38,male,5,10,2
34.5,male,3,10,4
32.1,male,3,10,2
27.5,male,4,10,4
30.2,male,4,10,4
29.7,male,5,10,1
37.3,male,4,10,3
36.3,male,4,10,1
27,male,5,10,1
28.9,male,4,10,3
28.3,male,5,10,2
27,male,4,10,1
28.1,male,4,10,2
28.8,male,3,10,4
28.6,male,4,10,3
28,male,4,10,4
27.2,male,5,10,2
27.3,male,4,10,4
29,male,4,10,3
28.6,male,5,10,4
27.7,male,5,10,2
27.7,male,5,10,2
27.4,male,3,10,2
27.4,male,5,10,2
27.7,male,3,10,2
28.6,male,3,10,4
27.6,male,5,10,4
27.4,male,3,10,3
28.6,male,3,10,1
28,male,4,10,2
27.6,male,3,10,4
28.7,male,4,10,3
28,male,5,10,1
27.1,male,3,10,1
28.6,male,4,10,3
28.8,male,3,10,3
27.3,male,4,10,4
28,male,5,10,4
28.9,male,3,10,2
28.7,male,3,10,2
28.8,male,5,10,1
28.1,male,5,10,1
27.7,male,5,10,2
27.4,male,5,10,3
27.2,male,5,10,3
27.6,male,3,10,4
27.1,male,4,10,4
28.3,male,3,10,4
27.1,male,5,10,1
28.5,male,3,10,1
27.6,male,4,10,3
28,male,3,10,3
27.1,male,4,10,4
28.7,male,3,10,2
27.5,male,3,10,4
27.1,male,3,10,2
28.2,male,5,10,2
27.4,male,3,10,1
27.6,male,4,10,3
27.6,male,3,10,1
28.9,male,5,10,4
28.7,male,3,10,4
29,male,5,10,1
27.4,male,5,10,4
28.2,male,4,10,3
28.2,male,3,10,3
28,male,3,10,2
27.6,male,5,10,
28.4,male,5,10,4
27.1,male,5,10,1
28.2,male,4,10,2
28.6,male,4,10,4
27.3,male,4,10,3
27.7,male,3,10,3
27.7,male,3,10,2
27.3,male,5,10,3
28.1,male,4,10,2
27.7,male,4,10,3
27.6,male,4,10,2
28.5,male,4,10,1
28.8,male,4,10,3
28.9,male,3,10,1
28.9,male,3,10,4
29,male,5,10,2
27.3,male,4,10,2
27.4,male,3,10,3
28.1,male,5,10,1
26.2,male,5,10,4
25.2,male,5,10,2
27,male,3,10,4
30.2,male,3,10,4
27.1,male,5,10,3
34.9,male,4,10,3
29.6,male,4,10,2
32.6,male,3,10,3
25.5,male,4,10,1
31.9,male,5,10,1
27.4,male,3,10,3
34.7,male,3,10,3
25.2,male,4,10,3
25.8,male,3,10,2
30.3,male,3,10,3
29.4,male,5,10,1
24.6,male,4,10,4
44.8,female,4,10,2
40.6,female,4,10,1
48.6,female,4,10,2
45.8,female,3,10,2
43.7,male,3,10,2
29.6,male,3,10,4
41.8,female,5,10,3
39.1,female,3,10,3
48.7,female,4,10,3
41.3,female,3,10,3
38.9,female,5,10,1
36.9,female,5,10,3
50.3,female,3,10,4
35.1,female,5,10,1
36.3,female,5,10,1
36,female,3,10,1
41.1,female,4,10,4
35.3,female,3,10,4
41.7,female,4,10,3
51.2,female,4,10,2
51.6,female,3,10,3
48.2,female,5,10,2
46.3,female,4,10,2
38,female,4,10,3
35.7,female,4,10,2
40.2,female,5,10,2
51.2,female,3,10,1
42.9,female,4,10,3
42.9,female,5,10,2
39.9,female,4,10,2
35.4,female,4,10,2
36.9,female,3,10,4
51,female,5,10,4
50.3,female,3,10,4
27.4,female,3,11,2
27.9,female,3,11,4
28,female,4,11,2
27,female,5,11,1
27.1,female,4,11,2
28.9,female,4,11,2
27.2,female,5,11,1
28.9,female,5,11,1
28,female,5,11,3
28.8,female,4,11,3
27,female,5,11,2
27.4,female,5,11,3
28.7,female,4,11,4
27.1,female,3,11,3
28.8,female,,11,2
27.3,female,3,11,3
29,female,3,11,2
27.5,female,4,11,1
28.7,female,5,11,2
27.9,female,4,11,1
27.1,female,5,11,2
28.8,female,5,11,3
28.4,female,3,11,4
27.2,female,3,11,4
28.1,female,5,11,2
28.3,female,4,11,1
28,female,5,11,3
27,female,3,11,3
28.8,female,4,11,4
28.2,female,4,11,3
27.6,female,4,11,3
27.2,female,5,11,3
27.3,female,5,11,4
27.4,female,4,11,2
34.2,female,3,11,1
33.4,female,5,11,2
26.3,female,4,11,4
34.4,female,3,11,3
29.4,female,4,11,4
27.3,female,5,11,4
31.8,female,3,11,2
34.1,female,3,11,1
32.2,female,4,11,1
34,female,4,11,2
27.7,female,4,11,2
31.6,female,5,11,1
25.9,female,4,11,2
25.3,female,4,11,4
31.2,female,4,11,2
33.9,female,5,11,2
26.9,female,5,11,4
31.6,female,5,11,2
28.8,male,4,11,1
27.8,male,3,11,4
28.2,male,5,11,3
27.9,male,4,11,3
28.4,male,5,11,3
29,male,5,11,1
28.6,male,3,11,2
27.4,male,5,11,3
28.1,male,4,11,4
28.7,male,5,11,1
27.6,male,5,11,4
27.4,male,5,11,3
28.7,male,4,11,4
27.6,male,4,11,1
28.8,male,4,11,3
27.9,male,4,11,2
28.6,male,3,11,3
27.4,male,3,11,2
27.9,male,4,11,3
28.9,male,4,11,4
27.9,male,3,11,4
28.3,male,5,11,1
27.8,male,4,11,3
27.8,male,3,11,2
28.1,male,5,11,3
28.6,male,3,11,4
28.6,male,4,11,2
27.7,male,5,11,3
27.3,male,3,11,2
28.2,male,5,11,4
27.9,male,5,11,3
28.3,male,4,11,2
28.6,male,4,11,2
27.2,,4,11,4
27.3,male,4,11,1
27.3,male,3,11,3
28.7,male,3,11,1
27.2,male,4,11,4
28.8,male,4,11,2
27.8,male,4,11,4
27.2,male,4,11,4
27.7,male,5,11,4
27.4,male,4,11,2
27.8,male,5,11,1
27,male,4,11,1
27.6,male,4,11,1
28.3,male,4,11,2
27.6,male,4,11,3
27.5,male,4,11,2
27.2,male,5,11,4
29,male,3,11,3
28.9,male,4,11,4
27.4,male,5,11,3
28.7,male,5,11,4
28.4,male,5,11,1
27,male,5,11,4
29,male,5,11,2
27.1,male,3,11,2
27.6,male,3,11,3
28.8,male,4,11,1
27.9,male,3,11,3
28.1,male,5,11,2
28.7,male,3,11,4
27,male,3,11,1
28.4,male,3,11,3
27.8,male,5,11,4
27.7,male,,11,1
28.3,male,3,11,1
27.1,male,5,11,3
28.8,male,4,11,2
27.3,male,4,11,2
28.5,male,5,11,4
27.9,male,5,11,1
27.1,male,5,11,2
27.2,male,3,11,4
28,male,4,11,2
27.2,male,3,11,3
27.5,male,4,11,3
28.7,male,3,11,4
28.2,male,3,11,2
27.5,male,5,11,3
27.1,male,3,11,4
28.8,male,3,11,3
27.3,male,4,11,1
27,male,5,11,1
